hh1,hh2,hh3,hh4,hh5d,hh5m,hh5y,hh6,hh7,hh9,hh10,hh11,hh12,hh13,hh14,hh15,hh16,hh17,hh18h,hh18m,hh19h,hh19m,sl1,sl9a,sl9b,sl9c,cd_flag,cl2a,cl2b,cl2c,cl2d,cl4,cl5,cl6,cl7a,cl7b,cl7c,cl7d,cl7e,cl7f,cl8,cl9,cl10a,cl10b,cl10c,cl10d,cl10e,cl10f,cl10g,cl12,cd2,cd3a,cd3b,cd3c,cd3d,cd3e,cd3f,cd3g,cd3h,cd3i,cd3j,cd3k,cd4,hc1a,hc1c,hc2,hc3,hc4,hc5,hc6,hc7,hc8a,hc8b,hc8c,hc8d,hc8e,hc8f,hc8g,hc8h,hc8i,hc8j,hc8k,hc8l,hc8m,hc8n,hc8o,hc8p,hc8q,hc9b,hc9c,hc9d,hc10,hc11,hc12,hc12a,hc12b,hc12c,hc12d,hc13,hc14a,hc14b,hc14c,hc14e,hc14f,hc14g,hc15,ws1,ws2,ws3,ws4,ws5,ws6,ws7a,ws7b,ws7c,ws7d,ws7e,ws7f,ws7x,ws7z,ws8,ws9,ws10,ws11,hw1,hw2,hw3a,hw3ba,hw3bb,hw3bc,hw4,hw5a,hw5ba,hw5bb,hw5bc,hhsex,ethnicity,helevel,hhweight,wscore,windex5,wscoreu,windex5u,wscorer,windex5r,psu,stratum,hh_id
36,16,96,91,24,12,2013,1,2,1,1,5,2,2,0,0,92,1,16,5,16,45,1,1,4,16,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,8,1,2,1,1,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7,3,11,33,21,8,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2000,2,NA,1,3000,2,NA,NA,NA,NA,NA,NA,2,41,NA,2,NA,NA,1,A,,,D,,,,,23,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,2,1,1.0461738846403426,-2.1788047872362304,1,-3.4271750372376437,1,NA,NA,36,2,3616
36,17,96,91,23,12,2013,1,2,1,2,2,0,0,0,0,92,1,14,5,14,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7,2,34,33,36,8,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,20000,2,NA,1,10000,1,3,0,0,50,4,4,2,41,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,2,,,,1,1,,B,,1,2,1,1.0461738846403426,-1.4623532257819631,1,-2.5334351847626606,1,NA,NA,36,2,3617
36,18,95,91,24,12,2013,1,2,1,1,2,1,1,0,0,92,1,17,10,17,42,1,1,2,12,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,1,3,2,1,1,2,1,1,2,2,1,2,2,2,2,97,1,2,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,X,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,4,1.0461738846403426,1.3385660660234822,5,0.9605807813290315,5,NA,NA,36,2,3618
36,19,97,91,25,12,2013,1,2,1,1,4,1,0,0,0,92,1,11,0,11,35,2,1,3,11,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,1,2,1,3,3,2,1,2,1,1,2,2,1,2,2,2,2,97,7,3,36,35,33,2,NA,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,1,0,0,0,10,0,0,1,11,NA,NA,NA,NA,1,A,,,,,,X,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,2,4,1.0461738846403426,1.2546314873778965,5,0.8558763156370491,4,NA,NA,36,2,3619
36,20,96,91,24,12,2013,1,2,1,1,2,1,1,0,0,92,1,14,5,14,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7,1,36,31,33,2,NA,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,1,0,0,0,15,0,0,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,2,4,1.0461738846403426,0.564761211735351,4,-0.004704624584687591,2,NA,NA,36,2,3620
37,1,96,91,26,12,2013,2,2,1,2,3,1,1,0,0,92,11,18,10,18,42,1,1,3,10,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,2,2,2,4,3,1,1,2,2,1,2,2,1,2,2,2,2,97,1,1,34,33,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,815,2,NA,1,17000,1,2,0,0,8,0,0,2,31,NA,2,NA,NA,1,A,,,D,,,,,23,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,2,0.8679032635548799,-1.0909396803923959,1,NA,NA,-0.7501041107932485,1,37,8,3701
37,2,97,91,26,12,2013,2,2,1,1,3,1,1,0,0,92,11,15,0,15,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,NA,2,NA,1,1000,1,0,0,0,50,0,0,2,31,NA,2,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.8679032635548799,-0.7916813693298368,2,NA,NA,-0.4263248426291076,2,37,8,3702
37,3,96,91,27,12,2013,2,2,1,2,4,1,1,1,1,92,11,20,10,20,45,2,1,3,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,1,2,2,6,3,1,1,2,1,2,2,2,1,2,2,2,2,97,1,2,34,33,36,8,3,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1620,1,720,1,21600,1,1,0,0,95,7,10,2,31,NA,2,NA,NA,1,A,,,,,,,,13,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,2,0.8679032635548799,-0.8454445963922764,1,NA,NA,-0.4844933802065995,2,37,8,3703
37,4,95,91,27,12,2013,2,2,1,1,2,1,1,0,0,92,11,7,5,7,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,33,36,8,3,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,560,1,400,1,10000,1,0,0,0,95,9,0,1,31,NA,2,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.8679032635548799,-0.4206334041626531,2,NA,NA,-0.02487354061160096,3,37,8,3704
37,5,97,91,26,12,2013,2,2,1,1,2,1,1,0,0,92,11,17,0,17,40,1,1,2,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,97,1,1,34,33,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,225,2,NA,2,NA,1,0,0,0,15,8,0,2,31,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,2,0.8679032635548799,-1.0932794344748769,1,NA,NA,-0.7526355822227966,1,37,8,3705
37,6,97,91,27,12,2013,2,2,1,2,4,1,1,0,0,92,11,8,10,8,50,2,2,4,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,97,1,2,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1800,1,360,2,NA,1,1,0,0,50,10,0,2,31,NA,2,NA,NA,1,A,,,,,,,,13,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,2,0.8679032635548799,-0.8673290283262165,1,NA,NA,-0.5081710028283412,2,37,8,3706
37,7,97,91,28,12,2013,2,2,1,2,4,2,2,0,0,92,11,13,30,14,10,2,1,3,15,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,1,2,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,34,33,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3600,2,NA,2,NA,1,0,0,0,40,10,0,2,31,NA,2,NA,NA,1,A,,,,,,,,31,2,NA,NA,1,1,2,,,,1,1,,B,,1,1,2,0.8679032635548799,-0.5402890843142998,2,NA,NA,-0.15433369967493193,2,37,8,3707
37,8,95,91,28,12,2013,2,2,1,1,1,0,0,0,0,92,11,9,10,9,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,33,21,8,3,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,NA,1,166,2,NA,2,NA,NA,NA,NA,NA,NA,2,32,NA,2,NA,NA,1,A,,,,,,,,13,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,1,0.8679032635548799,-1.3360670863028767,1,NA,NA,-1.0153170360779813,1,37,8,3708
37,9,97,91,27,12,2013,2,2,1,2,4,1,1,0,0,92,11,17,25,18,15,2,1,3,11,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,7,3,2,1,2,1,1,1,2,2,2,2,2,2,97,7,2,34,33,21,8,3,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1296,2,NA,2,NA,1,0,0,0,75,4,0,2,31,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,2,,,,1,1,A,,,1,2,2,0.8679032635548799,-1.4998663556226988,1,NA,NA,-1.1925378703394771,1,37,8,3709
37,10,95,91,27,12,2013,2,2,1,2,3,1,1,0,0,92,11,9,10,9,40,1,1,3,17,1,1,2,2,1,21,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,2,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7,2,36,33,36,4,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,5400,1,720,1,5000,1,1,0,0,95,15,0,2,31,NA,2,NA,NA,1,A,,,,,,,,13,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,2,2,0.8679032635548799,-0.3332821575777779,2,NA,NA,0.06963518862654514,3,37,8,3710
37,11,97,91,28,12,2013,2,2,1,2,5,3,2,0,0,92,11,7,30,8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,13271,2,NA,1,7200,1,0,0,0,95,13,0,2,32,NA,2,NA,NA,1,A,,,,,,,,22,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,3,0.8679032635548799,-0.974711355090558,1,NA,NA,-0.6243521409563745,2,37,8,3711
37,12,95,91,27,12,2013,2,2,1,1,4,1,1,0,0,92,11,14,0,14,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,34,34,36,8,3,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,720,1,828,1,2520,1,0,0,0,10,0,0,2,32,NA,2,NA,NA,1,A,,,,,,,,51,2,NA,NA,1,1,2,,,,1,1,,B,,1,1,3,0.8679032635548799,-1.2689969317366594,1,NA,NA,-0.9427512133143621,1,37,8,3712
37,13,96,91,28,12,2013,2,2,1,2,4,1,1,1,1,92,11,8,15,8,50,2,1,3,7,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,1,2,2,5,3,1,1,2,1,2,1,1,1,2,2,2,2,97,1,1,34,34,12,8,3,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1000,1,360,1,1000,1,0,0,0,95,5,0,2,32,NA,2,NA,NA,1,A,,,D,,,,,31,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,1,0.8679032635548799,-1.0122916887532623,1,NA,NA,-0.6650117733905458,2,37,8,3713
37,14,92,91,26,12,2013,2,2,1,2,2,0,0,0,0,92,11,15,44,16,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,4500,1,1600,1,17000,2,NA,NA,NA,NA,NA,NA,2,31,NA,2,NA,NA,1,A,,,,,,,,22,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,1,0.8679032635548799,-0.8773909556178909,1,NA,NA,-0.5190573954008706,2,37,8,3714
37,15,96,91,26,12,2013,2,2,1,2,4,2,2,0,0,92,11,16,5,16,42,2,1,3,17,1,1,1,2,1,16,2,1,NA,NA,NA,NA,NA,NA,1,4,1,2,1,1,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1800,1,720,1,1000,1,2,0,0,95,0,2,1,32,NA,2,NA,NA,1,A,,,,,,,,22,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,2,0.8679032635548799,-0.6334037030082893,2,NA,NA,-0.25507804655397476,2,37,8,3715
37,16,96,91,27,12,2013,2,2,1,2,4,1,1,0,0,92,11,10,55,11,35,2,1,4,7,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,4,1,1,2,1,1,2,1,1,2,2,2,2,97,1,1,34,34,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,720,2,NA,1,1080,1,2,0,0,95,1,2,2,31,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,2,0.8679032635548799,-1.052539428980686,1,NA,NA,-0.7085573772864776,2,37,8,3716
37,17,95,91,26,12,2013,2,2,1,2,5,1,1,2,2,92,11,16,31,17,10,2,1,3,8,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,1,2,1,7,3,1,1,2,1,1,2,2,2,2,2,2,2,97,1,1,34,33,36,8,3,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,360,2,NA,2,NA,1,0,0,0,0,1,0,2,31,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,2,,,,1,1,A,,,1,1,1,0.8679032635548799,-1.1733053686709467,1,NA,NA,-0.8392187695573621,1,37,8,3717
37,18,95,91,26,12,2013,2,2,1,1,2,0,0,0,0,92,11,21,2,21,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,33,36,8,3,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,580,1,1800,1,35000,2,NA,NA,NA,NA,NA,NA,2,32,NA,2,NA,NA,1,A,,,,,,,,23,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,2,0.8679032635548799,-1.106860592761557,1,NA,NA,-0.7673295684157596,1,37,8,3718
37,19,97,91,27,12,2013,2,2,1,1,3,1,1,1,1,92,11,13,0,13,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,34,33,12,95,NA,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3600,2,NA,2,NA,1,0,0,0,95,0,0,1,31,NA,3,5,2,1,A,,,,,,,,12,1,1,2,1,1,1,A,B,,NA,NA,,,,1,1,4,0.8679032635548799,-1.4003911374613311,1,NA,NA,-1.0849117421881929,1,37,8,3719
37,20,96,91,27,12,2013,2,2,1,2,4,1,1,0,0,92,11,8,30,9,10,2,2,4,5,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,4,1,1,2,1,2,1,2,1,2,2,2,2,97,1,1,34,33,36,8,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,740,2,NA,2,NA,1,2,0,0,0,2,0,2,31,NA,2,NA,NA,1,A,,,,,,,,23,1,1,2,1,1,1,,B,,NA,NA,,,,1,1,2,0.8679032635548799,-1.0815374113478038,1,NA,NA,-0.7399314282718129,1,37,8,3720
38,1,95,91,30,12,2013,1,2,1,2,2,0,0,0,0,92,9,8,5,8,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,33,33,2,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,10000,1,2160,1,47000,1,0,0,0,10,3,0,2,41,NA,2,NA,NA,1,A,,,,,,,,31,2,NA,NA,1,1,1,A,B,,NA,NA,,,,1,1,4,0.5209673275313105,-0.26670365780946004,2,-1.0419182058304661,1,NA,NA,38,2,3801
38,2,97,91,31,12,2013,1,2,1,1,4,0,0,0,0,92,9,8,0,8,40,2,2,4,8,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,4,2,2,2,2,2,2,2,2,2,2,2,2,97,1,3,36,35,33,2,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1260,2,NA,1,35000,1,0,0,0,35,0,0,2,41,NA,2,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.5209673275313105,0.16679511833708605,3,-0.5011487343328026,1,NA,NA,38,2,3802
38,3,97,91,30,12,2013,1,2,1,2,4,1,1,0,0,92,9,8,10,8,50,1,1,4,8,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,2,4,1,1,2,2,1,2,2,1,2,2,2,2,97,1,2,34,35,33,2,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,1,0,0,0,15,0,0,2,41,NA,2,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.5209673275313105,0.13442779058850024,3,-0.5415254635959952,1,NA,NA,38,2,3803
38,4,95,91,29,12,2013,1,2,1,2,4,2,2,0,0,92,9,13,30,14,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,8,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,300,2,NA,1,5000,1,0,0,0,15,0,0,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,2,0.5209673275313105,0.6650513065939936,4,0.12040258350308038,2,NA,NA,38,2,3804
38,5,96,91,29,12,2013,1,2,1,1,2,1,1,0,0,92,9,16,0,16,40,1,1,2,9,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,1,2,2,2,7,2,1,1,2,1,1,1,2,2,2,2,2,2,97,1,1,36,35,33,2,NA,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,31,NA,2,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,3,0.5209673275313105,0.5430225551308345,4,-0.03182258313486236,2,NA,NA,38,2,3805
38,6,97,91,30,12,2013,1,2,1,4,6,1,1,2,2,92,9,14,5,14,45,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,1,2,2,2,2,2,2,2,97,1,2,34,31,33,8,3,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,NA,2,NA,1,10000,1,0,0,0,10,0,0,2,11,NA,NA,NA,NA,1,A,,,,,,,,31,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,0,0.5209673275313105,0.04024399744835261,3,-0.6590153455577962,1,NA,NA,38,2,3806
38,7,95,91,30,12,2013,1,2,1,2,2,0,0,0,0,92,9,9,30,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,8,3,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,1,15000,1,0,0,0,10,0,0,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.5209673275313105,0.8451307742283687,4,0.3450433066116076,3,NA,NA,38,2,3807
38,8,97,91,31,12,2013,1,2,1,1,1,0,0,0,0,92,9,14,5,14,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,34,33,33,2,NA,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,NA,1,A,,,,,,,,14,2,NA,NA,1,1,1,A,B,,NA,NA,,,,2,1,1,0.5209673275313105,-0.17042216513945374,2,-0.9218115417033123,1,NA,NA,38,2,3808
38,9,96,91,30,12,2013,1,2,1,1,4,0,0,1,1,92,9,8,15,8,40,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,2,2,2,2,2,2,2,2,97,1,3,34,34,33,8,3,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,14,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,1,0.5209673275313105,-0.10648774753469803,3,-0.8420563425630341,1,NA,NA,38,2,3809
38,10,92,91,29,12,2013,1,2,1,2,4,1,1,1,1,92,9,14,2,14,40,2,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,2,1,2,2,2,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,X,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,3,0.5209673275313105,1.3493718548526483,5,0.9740604980798077,5,NA,NA,38,2,3810
38,11,96,91,31,12,2013,1,2,1,3,5,1,1,0,0,92,9,8,40,9,20,2,1,4,12,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,4,4,1,1,2,2,2,2,2,1,2,2,2,2,97,1,3,36,33,33,2,NA,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,X,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.5209673275313105,1.2317400341440137,5,0.8273202971468939,4,NA,NA,38,2,3811
38,12,95,91,29,12,2013,1,2,1,2,4,1,1,1,1,92,9,17,5,17,40,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,2,1,2,2,2,1,2,2,97,4,2,36,33,21,2,NA,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,714,2,NA,2,NA,1,0,0,0,5,0,0,1,11,NA,NA,NA,NA,1,A,,,,,,X,,12,2,NA,NA,1,1,1,A,B,,NA,NA,,,,1,2,2,0.5209673275313105,0.8084031385156224,4,0.29922729686345917,3,NA,NA,38,2,3812
38,13,95,91,31,12,2013,1,2,1,2,2,1,1,0,0,92,9,11,15,11,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,0.5209673275313105,1.1677855187907666,5,0.7475400270042786,4,NA,NA,38,2,3813
