hh1,hh2,hh3,hh4,hh5d,hh5m,hh5y,hh6,hh7,hh9,hh10,hh11,hh12,hh13,hh14,hh15,hh16,hh17,hh18h,hh18m,hh19h,hh19m,sl1,sl9a,sl9b,sl9c,cd_flag,cl2a,cl2b,cl2c,cl2d,cl4,cl5,cl6,cl7a,cl7b,cl7c,cl7d,cl7e,cl7f,cl8,cl9,cl10a,cl10b,cl10c,cl10d,cl10e,cl10f,cl10g,cl12,cd2,cd3a,cd3b,cd3c,cd3d,cd3e,cd3f,cd3g,cd3h,cd3i,cd3j,cd3k,cd4,hc1a,hc1c,hc2,hc3,hc4,hc5,hc6,hc7,hc8a,hc8b,hc8c,hc8d,hc8e,hc8f,hc8g,hc8h,hc8i,hc8j,hc8k,hc8l,hc8m,hc8n,hc8o,hc8p,hc8q,hc9b,hc9c,hc9d,hc10,hc11,hc12,hc12a,hc12b,hc12c,hc12d,hc13,hc14a,hc14b,hc14c,hc14e,hc14f,hc14g,hc15,ws1,ws2,ws3,ws4,ws5,ws6,ws7a,ws7b,ws7c,ws7d,ws7e,ws7f,ws7x,ws7z,ws8,ws9,ws10,ws11,hw1,hw2,hw3a,hw3ba,hw3bb,hw3bc,hw4,hw5a,hw5ba,hw5bb,hw5bc,hhsex,ethnicity,helevel,hhweight,wscore,windex5,wscoreu,windex5u,wscorer,windex5r,psu,stratum,hh_id
1,1,35,31,23,12,2013,1,1,1,2,3,0,0,0,0,32,3,17,0,17,30,1,1,3,15,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,3,2.1336066308288157,1.2470892583215283,5,0.8464677372392457,4,NA,NA,1,1,101
1,2,36,31,25,12,2013,1,1,1,1,5,1,1,2,2,32,3,9,0,9,15,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,2,1,2,2,2,2,2,2,97,1,3,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,4,2.1336066308288157,1.640778368524825,5,1.3375765102592923,5,NA,NA,1,1,102
1,3,36,31,23,12,2013,1,1,1,2,5,1,1,0,0,32,3,16,58,17,20,2,1,4,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,1,1,2,2,7,4,2,1,2,2,1,2,2,2,2,2,2,2,97,1,4,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,1,2.1336066308288157,1.4277969343533086,5,1.071892120975549,5,NA,NA,1,1,103
1,4,37,31,24,12,2013,1,1,1,3,5,2,2,0,0,32,3,17,10,17,50,1,1,4,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,4,2,1,2,2,1,1,2,2,2,1,2,2,97,1,3,36,35,33,2,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.6135675973132824,5,1.3036323443774138,5,NA,NA,1,1,104
1,5,35,31,24,12,2013,1,1,1,3,5,3,3,0,0,32,3,8,0,8,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,31,33,1,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.064316516847107,5,0.6184672808368282,4,NA,NA,1,1,105
1,6,32,31,23,12,2013,1,1,1,1,3,1,1,0,0,32,3,14,0,14,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,F,,,12,2,NA,NA,1,1,1,,B,C,NA,NA,,,,1,1,4,2.1336066308288157,1.624926343435906,5,1.3178018495192942,5,NA,NA,1,1,106
1,7,36,31,24,12,2013,1,1,1,2,4,2,2,0,0,32,3,17,52,18,15,2,1,3,17,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,1,1,2,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.4449045924531672,5,1.0932331252373366,5,NA,NA,1,1,107
1,8,32,31,25,12,2013,1,1,5,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,NA,0,0,0,0,0,0,0,1,1,108
1,9,37,31,23,12,2013,1,1,1,2,5,1,1,0,0,32,3,13,35,14,10,2,1,4,16,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,2,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,2.1336066308288157,1.3854785911361893,5,1.0191019647965562,5,NA,NA,1,1,109
1,10,35,31,23,12,2013,1,1,1,1,2,0,0,0,0,32,3,14,0,14,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,3,2.1336066308288157,1.1959475162895494,5,0.7826708032410887,4,NA,NA,1,1,110
1,11,36,31,30,12,2013,1,1,1,1,5,1,1,1,1,32,3,14,16,14,31,1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,2,2,2,2,2,2,2,97,1,4,36,35,33,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,2.1336066308288157,1.727387676502562,5,1.4456175758379095,5,NA,NA,1,1,111
1,12,35,31,23,12,2013,1,1,1,1,3,1,1,0,0,32,3,14,50,15,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,4,2.1336066308288157,1.4436352921960214,5,1.0916497324643972,5,NA,NA,1,1,112
1,13,35,31,25,12,2013,1,1,1,4,5,2,2,0,0,32,3,8,0,8,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,4,36,35,33,2,NA,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,2.1336066308288157,1.288977737593488,5,0.898721658228589,4,NA,NA,1,1,113
1,14,37,31,24,12,2013,1,1,1,2,6,1,1,1,1,32,3,8,5,8,45,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,2,2,2,2,2,2,2,97,1,4,36,35,33,2,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,2.1336066308288157,1.480785271775336,5,1.1379925964554678,5,NA,NA,1,1,114
1,15,37,31,23,12,2013,1,1,1,7,7,3,3,1,1,32,3,15,0,15,40,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,2,2,2,2,2,2,2,97,1,3,36,35,33,2,NA,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.330746468153707,5,0.9508261982943306,5,NA,NA,1,1,115
1,16,37,31,25,12,2013,1,1,1,1,3,1,1,0,0,32,3,8,20,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,2.1336066308288157,1.5360648066042786,5,1.206951233662735,5,NA,NA,1,1,116
1,17,37,31,23,12,2013,1,1,1,2,4,1,1,0,0,32,3,8,35,9,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.4449045924531672,5,1.0932331252373366,5,NA,NA,1,1,117
1,18,35,31,24,12,2013,1,1,1,2,5,1,1,0,0,32,3,14,0,14,40,1,1,5,5,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,5,2,1,2,2,2,2,2,2,2,2,2,2,97,1,2,36,35,33,1,NA,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,2.1336066308288157,1.2604591240968246,5,0.8631460201944381,4,NA,NA,1,1,118
1,19,36,31,24,12,2013,1,1,1,1,7,2,2,1,1,32,3,10,41,11,10,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,1,2,2,2,2,2,2,97,1,3,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,4,2.1336066308288157,1.5264845955493203,5,1.1950003679300147,5,NA,NA,1,1,119
1,20,36,31,25,12,2013,1,1,1,2,4,1,1,0,0,32,3,18,10,18,25,2,2,4,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,4,2,1,2,2,1,1,2,2,2,2,2,2,97,1,2,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,2.1336066308288157,1.5361047812503719,5,1.2070011001662422,5,NA,NA,1,1,120
2,1,32,31,20,12,2013,1,1,1,1,6,1,1,1,1,32,9,15,0,15,30,2,1,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,2,2,2,2,2,2,2,96,1,3,36,35,33,2,NA,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1920,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,2,0.9877808476059333,1.526397861217062,5,1.1948921709024867,5,NA,NA,2,1,201
2,2,37,31,22,12,2013,1,1,1,1,2,0,0,0,0,32,9,17,30,18,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,36,35,33,1,NA,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,2,1,A,,,NA,NA,,,,1,1,3,0.9877808476059333,0.15151509853356598,3,-0.5202098452016141,1,NA,NA,2,1,202
2,3,35,31,21,12,2013,1,1,1,1,1,0,0,0,0,32,9,15,0,15,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,31,33,2,NA,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.9877808476059333,0.915548425901697,4,0.43288603737544096,3,NA,NA,2,1,203
2,4,36,31,21,12,2013,1,1,1,1,4,2,2,0,0,32,9,10,0,10,25,1,1,4,13,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,1,2,2,2,3,4,2,1,2,2,1,2,2,2,2,2,2,2,97,1,2,36,35,33,2,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,0.9877808476059333,1.3415367206297597,5,0.9642865341704091,5,NA,NA,2,1,204
2,5,35,31,21,12,2013,1,1,1,1,3,1,1,0,0,32,9,11,10,11,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,5,36,31,33,2,NA,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,6,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,1,0.9877808476059333,0.3962592887147539,3,-0.21490290165521964,2,NA,NA,2,1,205
2,6,35,31,20,12,2013,1,1,1,3,6,2,1,1,1,32,9,16,15,17,35,1,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,1,2,2,2,2,1,2,2,97,1,5,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.9877808476059333,1.6663329275905556,5,1.3694546288624678,5,NA,NA,2,1,206
2,7,36,31,21,12,2013,1,1,1,2,6,2,2,1,1,32,9,9,0,9,25,1,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,1,2,2,2,2,2,2,97,1,3,36,35,33,2,NA,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,4,0.9877808476059333,1.3547737553643935,5,0.9807991166078375,5,NA,NA,2,1,207
2,8,37,31,20,12,2013,1,1,1,1,1,0,0,0,0,32,9,14,5,14,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,11,2,NA,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.9877808476059333,0.4947244683528418,4,-0.09207219005060158,2,NA,NA,2,1,208
2,9,37,31,21,12,2013,1,1,1,1,2,0,0,0,0,32,9,8,25,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,3,36,35,33,2,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,0.9877808476059333,1.503307560314239,5,1.1660880992348879,5,NA,NA,2,1,209
2,10,37,31,20,12,2013,1,1,1,1,1,0,0,0,0,32,9,18,20,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,5,36,35,33,1,NA,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,0.9877808476059333,1.0457035245512716,5,0.5952484424901975,4,NA,NA,2,1,210
2,11,35,31,22,12,2013,1,1,1,2,5,2,2,0,0,32,9,8,0,8,40,1,1,5,14,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,1,7,5,2,1,2,2,1,2,2,2,2,2,2,2,97,1,3,36,31,33,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,2,0.9877808476059333,1.3156808116974332,5,0.9320324956868051,5,NA,NA,2,1,211
2,12,37,31,22,12,2013,1,1,1,3,6,1,1,1,1,32,9,14,5,14,50,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,1,2,2,2,2,1,2,2,97,1,3,36,35,33,2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,3,0.9877808476059333,1.6563766451236586,5,1.3570346316122672,5,NA,NA,2,1,212
2,13,36,31,22,12,2013,1,1,1,1,4,2,2,0,0,32,9,13,22,13,39,1,1,4,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,4,2,1,2,2,2,2,2,2,2,2,2,2,97,1,6,36,35,33,2,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,3,0.9877808476059333,1.4804262744625225,5,1.1375447640789962,5,NA,NA,2,1,213
2,14,35,31,25,12,2013,1,1,1,1,4,1,1,1,1,32,9,19,0,19,35,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,2,2,1,2,2,97,1,1,36,35,33,5,NA,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,4,0.9877808476059333,0.44972225929474907,4,-0.1482103434841544,2,NA,NA,2,1,214
2,15,37,31,20,12,2013,1,1,1,1,9,2,2,2,2,32,9,19,10,19,50,2,1,3,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,2,0,3,2,1,2,2,1,2,2,2,2,2,2,2,97,1,4,36,35,33,2,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,1,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,2,,,,1,1,,,C,2,1,2,0.9877808476059333,1.4526632612889836,5,1.102911702148593,5,NA,NA,2,1,215
2,16,35,31,20,12,2013,1,1,1,1,6,2,2,1,1,32,9,15,5,15,55,1,1,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,1,2,2,2,2,2,2,2,97,1,5,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,1,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,2,,,,1,2,,,,1,1,4,0.9877808476059333,1.3640496046339878,5,0.9923703052321737,5,NA,NA,2,1,216
2,17,36,31,20,12,2013,1,1,1,1,3,0,0,0,0,32,9,16,26,16,59,2,1,2,13,1,2,1,2,2,39,2,2,1,NA,NA,NA,NA,NA,2,NA,2,2,1,1,2,1,2,14,2,1,1,2,1,2,1,2,1,1,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,2,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,0,0.9877808476059333,0.24504495817516697,3,-0.40353571472946465,2,NA,NA,2,1,217
